"No.","Time","Source","Destination","Protocol","Length","Info"
"2381","122.830756","172.20.24.104","50.19.96.121","TLSv1.2","92","Application Data"
"2382","122.832248","50.19.96.121","172.20.24.104","TCP","60","443  >  56039 [ACK] Seq=5719 Ack=3175 Win=40448 Len=0"
"2383","123.068122","50.19.96.121","172.20.24.104","TLSv1.2","92","Application Data"
"2384","123.118911","172.20.24.104","50.19.96.121","TCP","54","56039  >  443 [ACK] Seq=3175 Ack=5757 Win=65280 Len=0"
"2385","123.121052","50.19.96.121","172.20.24.104","TLSv1.2","426","Application Data"
"2386","123.166538","172.20.24.104","50.19.96.121","TCP","54","56039  >  443 [ACK] Seq=3175 Ack=6129 Win=65024 Len=0"
"2387","126.152658","172.20.24.104","172.217.138.71","TLSv1.2","2145","Application Data"
"2388","126.152782","172.20.24.104","172.217.138.71","TLSv1.2","2069","Application Data"
"2389","126.154582","172.217.138.71","172.20.24.104","TCP","60","443  >  54989 [ACK] Seq=4865048 Ack=154014 Win=978 Len=0"
"2390","126.155137","172.217.138.71","172.20.24.104","TCP","60","443  >  54989 [ACK] Seq=4865048 Ack=156029 Win=978 Len=0"
"2391","126.158817","172.217.138.71","172.20.24.104","TLSv1.2","1054","Application Data, Application Data"
"2392","126.159817","172.217.138.71","172.20.24.104","TLSv1.2","11110","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"2393","126.159879","172.20.24.104","172.217.138.71","TCP","54","54989  >  443 [ACK] Seq=156029 Ack=4877104 Win=1023 Len=0"
"2394","126.160733","172.217.138.71","172.20.24.104","TCP","1436","443  >  54989 [ACK] Seq=4877104 Ack=156029 Win=978 Len=1382 [TCP PDU reassembled in 2399]"
"2395","126.160775","172.20.24.104","172.217.138.71","TCP","54","54989  >  443 [ACK] Seq=156029 Ack=4878486 Win=1023 Len=0"
"2396","126.162540","172.217.138.71","172.20.24.104","TCP","1436","443  >  54989 [ACK] Seq=4878486 Ack=156029 Win=978 Len=1382 [TCP PDU reassembled in 2399]"
"2397","126.167704","172.217.138.71","172.20.24.104","TCP","1436","443  >  54989 [ACK] Seq=4879868 Ack=156029 Win=978 Len=1382 [TCP PDU reassembled in 2399]"
"2398","126.167704","172.217.138.71","172.20.24.104","TCP","1436","443  >  54989 [ACK] Seq=4881250 Ack=156029 Win=978 Len=1382 [TCP PDU reassembled in 2399]"
"2399","126.167704","172.217.138.71","172.20.24.104","TLSv1.2","1436","Application Data"
"2400","126.167704","172.217.138.71","172.20.24.104","TCP","1436","443  >  54989 [ACK] Seq=4884014 Ack=156029 Win=978 Len=1382 [TCP PDU reassembled in 2411]"
"2401","126.167704","172.217.138.71","172.20.24.104","TCP","1436","443  >  54989 [ACK] Seq=4885396 Ack=156029 Win=978 Len=1382 [TCP PDU reassembled in 2411]"
"2402","126.167704","172.217.138.71","172.20.24.104","TCP","1436","443  >  54989 [ACK] Seq=4886778 Ack=156029 Win=978 Len=1382 [TCP PDU reassembled in 2411]"
"2403","126.167704","172.217.138.71","172.20.24.104","TCP","1436","443  >  54989 [ACK] Seq=4888160 Ack=156029 Win=978 Len=1382 [TCP PDU reassembled in 2411]"
"2404","126.167704","172.217.138.71","172.20.24.104","TCP","1436","443  >  54989 [ACK] Seq=4889542 Ack=156029 Win=978 Len=1382 [TCP PDU reassembled in 2411]"
"2405","126.167704","172.217.138.71","172.20.24.104","TCP","1436","443  >  54989 [ACK] Seq=4890924 Ack=156029 Win=978 Len=1382 [TCP PDU reassembled in 2411]"
"2406","126.167704","172.217.138.71","172.20.24.104","TCP","1436","443  >  54989 [ACK] Seq=4892306 Ack=156029 Win=978 Len=1382 [TCP PDU reassembled in 2411]"
"2407","126.167704","172.217.138.71","172.20.24.104","TCP","1436","443  >  54989 [ACK] Seq=4893688 Ack=156029 Win=978 Len=1382 [TCP PDU reassembled in 2411]"
"2408","126.167704","172.217.138.71","172.20.24.104","TCP","1436","443  >  54989 [ACK] Seq=4895070 Ack=156029 Win=978 Len=1382 [TCP PDU reassembled in 2411]"
"2409","126.167704","172.217.138.71","172.20.24.104","TCP","1436","443  >  54989 [ACK] Seq=4896452 Ack=156029 Win=978 Len=1382 [TCP PDU reassembled in 2411]"
"2410","126.167704","172.217.138.71","172.20.24.104","TCP","1436","443  >  54989 [ACK] Seq=4897834 Ack=156029 Win=978 Len=1382 [TCP PDU reassembled in 2411]"
"2411","126.167704","172.217.138.71","172.20.24.104","TLSv1.2","1436","Application Data"
"2412","126.167704","172.217.138.71","172.20.24.104","TCP","1436","443  >  54989 [ACK] Seq=4900598 Ack=156029 Win=978 Len=1382 [TCP PDU reassembled in 2420]"
"2413","126.167704","172.217.138.71","172.20.24.104","TCP","1436","443  >  54989 [ACK] Seq=4901980 Ack=156029 Win=978 Len=1382 [TCP PDU reassembled in 2420]"
"2414","126.167704","172.217.138.71","172.20.24.104","TCP","1436","443  >  54989 [ACK] Seq=4903362 Ack=156029 Win=978 Len=1382 [TCP PDU reassembled in 2420]"
"2415","126.167800","172.20.24.104","172.217.138.71","TCP","54","54989  >  443 [ACK] Seq=156029 Ack=4904744 Win=1023 Len=0"
"2416","126.168187","172.217.138.71","172.20.24.104","TCP","1436","443  >  54989 [ACK] Seq=4904744 Ack=156029 Win=978 Len=1382 [TCP PDU reassembled in 2420]"
"2417","126.168221","172.20.24.104","172.217.138.71","TCP","54","54989  >  443 [ACK] Seq=156029 Ack=4906126 Win=1023 Len=0"
"2418","126.169672","172.217.138.71","172.20.24.104","TCP","1436","443  >  54989 [ACK] Seq=4906126 Ack=156029 Win=978 Len=1382 [TCP PDU reassembled in 2420]"
"2419","126.173170","172.217.138.71","172.20.24.104","TCP","8346","443  >  54989 [PSH, ACK] Seq=4907508 Ack=156029 Win=978 Len=8292 [TCP PDU reassembled in 2420]"
"2420","126.173170","172.217.138.71","172.20.24.104","TLSv1.2","155","Application Data"
"2421","126.173170","172.217.138.71","172.20.24.104","TLSv1.2","37368","Application Data, Application Data"
"2422","126.173256","172.20.24.104","172.217.138.71","TCP","54","54989  >  443 [ACK] Seq=156029 Ack=4953215 Win=1023 Len=0"
"2423","126.173792","172.217.138.71","172.20.24.104","TCP","2818","443  >  54989 [ACK] Seq=4953215 Ack=156029 Win=978 Len=2764 [TCP PDU reassembled in 2427]"
"2424","126.173841","172.20.24.104","172.217.138.71","TCP","54","54989  >  443 [ACK] Seq=156029 Ack=4955979 Win=1023 Len=0"
"2425","126.175314","172.217.138.71","172.20.24.104","TCP","1436","443  >  54989 [ACK] Seq=4955979 Ack=156029 Win=978 Len=1382 [TCP PDU reassembled in 2427]"
"2426","126.175400","172.20.24.104","172.217.138.71","TCP","54","54989  >  443 [ACK] Seq=156029 Ack=4957361 Win=1023 Len=0"
"2427","126.178611","172.217.138.71","172.20.24.104","TLSv1.2","44278","Application Data, Application Data, Application Data"
"2428","126.178711","172.20.24.104","172.217.138.71","TCP","54","54989  >  443 [ACK] Seq=156029 Ack=5001585 Win=1023 Len=0"
"2429","126.179453","172.217.138.71","172.20.24.104","TCP","2818","443  >  54989 [ACK] Seq=5001585 Ack=156029 Win=978 Len=2764 [TCP PDU reassembled in 2432]"
"2430","126.179525","172.20.24.104","172.217.138.71","TCP","54","54989  >  443 [ACK] Seq=156029 Ack=5004349 Win=1023 Len=0"
"2431","126.180931","172.217.138.71","172.20.24.104","TCP","1436","443  >  54989 [ACK] Seq=5004349 Ack=156029 Win=978 Len=1382 [TCP PDU reassembled in 2432]"
"2432","126.184187","172.217.138.71","172.20.24.104","TLSv1.2","44278","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"2433","126.184292","172.20.24.104","172.217.138.71","TCP","54","54989  >  443 [ACK] Seq=156029 Ack=5049955 Win=1023 Len=0"
"2434","126.184895","172.217.138.71","172.20.24.104","TCP","2818","443  >  54989 [ACK] Seq=5049955 Ack=156029 Win=978 Len=2764 [TCP PDU reassembled in 2438]"
"2435","126.184961","172.20.24.104","172.217.138.71","TCP","54","54989  >  443 [ACK] Seq=156029 Ack=5052719 Win=1023 Len=0"
"2436","126.186685","172.217.138.71","172.20.24.104","TCP","1436","443  >  54989 [ACK] Seq=5052719 Ack=156029 Win=978 Len=1382 [TCP PDU reassembled in 2438]"
"2437","126.186769","172.20.24.104","172.217.138.71","TCP","54","54989  >  443 [ACK] Seq=156029 Ack=5054101 Win=1023 Len=0"
"2438","126.189929","172.217.138.71","172.20.24.104","TLSv1.2","47042","Application Data, Application Data, Application Data"
"2439","126.190054","172.20.24.104","172.217.138.71","TCP","54","54989  >  443 [ACK] Seq=156029 Ack=5101089 Win=1023 Len=0"
"2440","126.190665","172.217.138.71","172.20.24.104","TCP","2818","443  >  54989 [ACK] Seq=5101089 Ack=156029 Win=978 Len=2764 [TCP PDU reassembled in 2443]"
"2441","126.190710","172.20.24.104","172.217.138.71","TCP","54","54989  >  443 [ACK] Seq=156029 Ack=5103853 Win=1023 Len=0"
"2442","126.192330","172.217.138.71","172.20.24.104","TCP","1436","443  >  54989 [ACK] Seq=5103853 Ack=156029 Win=978 Len=1382 [TCP PDU reassembled in 2443]"
"2443","126.195177","172.217.138.71","172.20.24.104","TLSv1.2","44278","Application Data, Application Data, Application Data"
"2444","126.195255","172.20.24.104","172.217.138.71","TCP","54","54989  >  443 [ACK] Seq=156029 Ack=5149459 Win=1023 Len=0"
"2445","126.196735","172.217.138.71","172.20.24.104","TCP","1436","443  >  54989 [ACK] Seq=5149459 Ack=156029 Win=978 Len=1382 [TCP PDU reassembled in 2450]"
"2446","126.196735","172.217.138.71","172.20.24.104","TCP","1436","443  >  54989 [ACK] Seq=5150841 Ack=156029 Win=978 Len=1382 [TCP PDU reassembled in 2450]"
"2447","126.196826","172.20.24.104","172.217.138.71","TCP","54","54989  >  443 [ACK] Seq=156029 Ack=5152223 Win=1023 Len=0"
"2448","126.197126","172.217.138.71","172.20.24.104","TCP","1436","443  >  54989 [ACK] Seq=5152223 Ack=156029 Win=978 Len=1382 [TCP PDU reassembled in 2450]"
"2449","126.197193","172.20.24.104","172.217.138.71","TCP","54","54989  >  443 [ACK] Seq=156029 Ack=5153605 Win=1023 Len=0"
"2450","126.200039","172.217.138.71","172.20.24.104","TLSv1.2","19402","Application Data"
"2451","126.200039","172.217.138.71","172.20.24.104","TCP","721","443  >  54989 [PSH, ACK] Seq=5172953 Ack=156029 Win=978 Len=667 [TCP PDU reassembled in 2452]"
"2452","126.200039","172.217.138.71","172.20.24.104","TLSv1.2","18020","Application Data"
"2453","126.200118","172.20.24.104","172.217.138.71","TCP","54","54989  >  443 [ACK] Seq=156029 Ack=5191586 Win=1023 Len=0"
"2454","126.200622","172.217.138.71","172.20.24.104","TLSv1.2","2818","Application Data"
"2455","126.200656","172.20.24.104","172.217.138.71","TCP","54","54989  >  443 [ACK] Seq=156029 Ack=5194350 Win=1023 Len=0"
"2456","126.201839","172.217.138.71","172.20.24.104","TLSv1.2","468","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"2457","126.255829","172.20.24.104","172.217.138.71","TCP","54","54989  >  443 [ACK] Seq=156029 Ack=5194764 Win=1022 Len=0"
"2458","127.094244","172.20.24.104","142.250.182.131","TCP","55","[TCP Keep-Alive] 55569  >  443 [ACK] Seq=1 Ack=1 Win=254 Len=1"
"2459","127.096522","142.250.182.131","172.20.24.104","TCP","66","[TCP Keep-Alive ACK] 443  >  55569 [ACK] Seq=1 Ack=2 Win=246 Len=0 SLE=1 SRE=2"
"2460","127.423311","Intel_f4:55:3d","Broadcast","ARP","42","Who has 172.20.24.216? Tell 172.20.24.104"
"2461","127.426536","Intel_9c:37:9f","Intel_f4:55:3d","ARP","56","172.20.25.198 is at 00:91:9e:9c:37:9f"
"2462","127.427249","Intel_2c:15:14","Intel_f4:55:3d","ARP","56","172.20.25.4 is at 3c:9c:0f:2c:15:14"
"2463","127.442749","Intel_79:5a:54","Intel_f4:55:3d","ARP","56","172.20.24.56 is at 50:84:92:79:5a:54"
"2464","127.449935","Intel_99:ab:60","Intel_f4:55:3d","ARP","56","172.20.25.153 is at 84:5c:f3:99:ab:60"
"2465","127.470950","Intel_83:53:c9","Intel_f4:55:3d","ARP","56","172.20.24.123 is at 50:84:92:83:53:c9"
"2466","127.495164","Intel_de:f0:da","Intel_f4:55:3d","ARP","56","172.20.25.25 is at 7c:21:4a:de:f0:da"
"2467","127.495164","Intel_fd:8d:29","Intel_f4:55:3d","ARP","56","172.20.25.187 is at 0c:9a:3c:fd:8d:29"
"2468","128.325817","172.20.24.104","172.217.138.71","TLSv1.2","2145","Application Data"
"2469","128.325955","172.20.24.104","172.217.138.71","TLSv1.2","2069","Application Data"
"2470","128.328316","172.217.138.71","172.20.24.104","TCP","60","443  >  54989 [ACK] Seq=5194764 Ack=158120 Win=978 Len=0"
"2471","128.328316","172.217.138.71","172.20.24.104","TCP","60","443  >  54989 [ACK] Seq=5194764 Ack=160135 Win=971 Len=0"
"2472","128.333209","172.217.138.71","172.20.24.104","TLSv1.2","1054","Application Data, Application Data"
"2473","128.348904","Intel_f4:55:3d","Broadcast","ARP","42","Who has 172.20.24.216? Tell 172.20.24.104"
"2474","128.352041","Intel_9c:37:9f","Intel_f4:55:3d","ARP","56","172.20.25.198 is at 00:91:9e:9c:37:9f"
"2475","128.352806","Intel_2c:15:14","Intel_f4:55:3d","ARP","56","172.20.25.4 is at 3c:9c:0f:2c:15:14"
"2476","128.378919","172.20.24.104","172.217.138.71","TCP","54","54989  >  443 [ACK] Seq=160135 Ack=5195764 Win=1023 Len=0"
"2477","128.380652","172.217.138.71","172.20.24.104","TLSv1.2","510","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"2478","128.425655","172.20.24.104","172.217.138.71","TCP","54","54989  >  443 [ACK] Seq=160135 Ack=5196220 Win=1022 Len=0"
"2479","129.275390","172.20.24.104","142.250.195.142","TLSv1.2","3357","Application Data"
"2480","129.275533","172.20.24.104","142.250.195.142","TLSv1.2","93","Application Data"
"2481","129.275587","172.20.24.104","142.250.195.142","TLSv1.2","311","Application Data"
"2482","129.277114","142.250.195.142","172.20.24.104","TCP","60","443  >  53202 [ACK] Seq=4492 Ack=44302 Win=2717 Len=0"
"2483","129.277533","142.250.195.142","172.20.24.104","TCP","60","443  >  53202 [ACK] Seq=4492 Ack=45684 Win=2727 Len=0"
"2484","129.277533","142.250.195.142","172.20.24.104","TCP","60","443  >  53202 [ACK] Seq=4492 Ack=46223 Win=2738 Len=0"
"2485","129.277942","142.250.195.142","172.20.24.104","TCP","60","443  >  53202 [ACK] Seq=4492 Ack=46262 Win=2738 Len=0"
"2486","129.277942","142.250.195.142","172.20.24.104","TCP","60","443  >  53202 [ACK] Seq=4492 Ack=46519 Win=2749 Len=0"
"2487","129.282265","142.250.195.142","172.20.24.104","TLSv1.2","93","Application Data"
"2488","129.331623","172.20.24.104","142.250.195.142","TCP","54","53202  >  443 [ACK] Seq=46519 Ack=4531 Win=511 Len=0"
"2489","129.333653","142.250.195.142","172.20.24.104","TLSv1.2","193","Application Data, Application Data, Application Data"
"2490","129.335350","172.20.24.104","142.250.195.142","TLSv1.2","93","Application Data"
"2491","129.346509","Intel_f4:55:3d","Broadcast","ARP","42","Who has 172.20.24.216? Tell 172.20.24.104"
"2492","129.369497","Intel_2c:15:14","Intel_f4:55:3d","ARP","56","172.20.25.4 is at 3c:9c:0f:2c:15:14"
"2493","129.369669","Intel_9c:37:9f","Intel_f4:55:3d","ARP","56","172.20.25.198 is at 00:91:9e:9c:37:9f"
"2494","129.384522","142.250.195.142","172.20.24.104","TCP","60","443  >  53202 [ACK] Seq=4670 Ack=46558 Win=2749 Len=0"
"2495","129.395401","Intel_99:ab:60","Intel_f4:55:3d","ARP","56","172.20.25.153 is at 84:5c:f3:99:ab:60"
"2496","129.436749","Intel_fd:8d:29","Intel_f4:55:3d","ARP","56","172.20.25.187 is at 0c:9a:3c:fd:8d:29"
"2497","129.437089","Intel_de:f0:da","Intel_f4:55:3d","ARP","56","172.20.25.25 is at 7c:21:4a:de:f0:da"
"2498","130.564004","148.113.20.112","172.20.24.104","TLSv1.2","1289","Server Hello, Certificate, Server Key Exchange, Certificate Request, Server Hello Done"
"2499","130.572992","172.20.24.104","148.113.20.112","TLSv1.2","1148","Certificate, Client Key Exchange, Certificate Verify, Change Cipher Spec, Encrypted Handshake Message"
"2500","130.575148","148.113.20.112","172.20.24.104","TCP","60","443  >  56036 [ACK] Seq=1236 Ack=1369 Win=62976 Len=0"
"2501","130.603942","148.113.20.112","172.20.24.104","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"2502","130.659048","172.20.24.104","148.113.20.112","TCP","54","56036  >  443 [ACK] Seq=1369 Ack=1287 Win=64000 Len=0"
"2503","130.660399","148.113.20.112","172.20.24.104","TLSv1.2","94","Application Data"
"2504","130.660815","172.20.24.104","148.113.20.112","TLSv1.2","146","Application Data"
"2505","130.704650","148.113.20.112","172.20.24.104","TCP","60","443  >  56036 [ACK] Seq=1327 Ack=1461 Win=62976 Len=0"
"2506","130.753304","172.20.24.104","57.144.161.33","TCP","54","55770  >  5222 [FIN, ACK] Seq=1 Ack=1 Win=255 Len=0"
"2507","130.758606","172.20.24.104","57.144.161.33","TCP","66","56067  >  5222 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"2508","130.788641","57.144.161.33","172.20.24.104","TCP","60","5222  >  55770 [FIN, ACK] Seq=1 Ack=2 Win=256 Len=0"
"2509","130.788728","172.20.24.104","57.144.161.33","TCP","54","55770  >  5222 [ACK] Seq=2 Ack=2 Win=255 Len=0"
"2510","130.793950","57.144.161.33","172.20.24.104","TCP","66","5222  >  56067 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1382 SACK_PERM WS=256"
"2511","130.794056","172.20.24.104","57.144.161.33","TCP","54","56067  >  5222 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"2512","130.794430","172.20.24.104","57.144.161.33","TCP","327","56067  >  5222 [PSH, ACK] Seq=1 Ack=1 Win=65280 Len=273 [TCP PDU reassembled in 9456]"
"2513","130.829959","57.144.161.33","172.20.24.104","TCP","60","5222  >  56067 [ACK] Seq=1 Ack=274 Win=66816 Len=0"
"2514","130.916902","148.113.20.112","172.20.24.104","TLSv1.2","200","Application Data"
"2515","130.928104","172.20.24.104","148.113.20.112","TLSv1.2","291","Application Data"
"2516","130.928185","172.20.24.104","148.113.20.112","TLSv1.2","115","Application Data"
"2517","130.929250","172.20.24.104","148.113.20.112","TLSv1.2","107","Application Data"
"2518","130.929811","148.113.20.112","172.20.24.104","TCP","60","443  >  56036 [ACK] Seq=1473 Ack=1698 Win=62848 Len=0"
"2519","130.930211","148.113.20.112","172.20.24.104","TCP","60","443  >  56036 [ACK] Seq=1473 Ack=1759 Win=62848 Len=0"
"2520","130.930731","148.113.20.112","172.20.24.104","TCP","60","443  >  56036 [ACK] Seq=1473 Ack=1812 Win=62848 Len=0"
"2521","131.012921","57.144.161.33","172.20.24.104","TCP","111","5222  >  56067 [PSH, ACK] Seq=1 Ack=274 Win=66816 Len=57 [TCP PDU reassembled in 9454]"
"2522","131.013595","57.144.161.33","172.20.24.104","TCP","150","5222  >  56067 [PSH, ACK] Seq=58 Ack=274 Win=66816 Len=96 [TCP PDU reassembled in 9454]"
"2523","131.013611","172.20.24.104","57.144.161.33","TCP","54","56067  >  5222 [ACK] Seq=274 Ack=154 Win=65280 Len=0"
"2524","131.014420","172.20.24.104","57.144.161.33","TCP","105","56067  >  5222 [PSH, ACK] Seq=274 Ack=154 Win=65280 Len=51 [TCP PDU reassembled in 9456]"
"2525","131.052699","57.144.161.33","172.20.24.104","TCP","60","5222  >  56067 [ACK] Seq=154 Ack=325 Win=66816 Len=0"
"2526","131.162617","57.144.161.33","172.20.24.104","TCP","100","5222  >  56067 [PSH, ACK] Seq=154 Ack=325 Win=66816 Len=46 [TCP PDU reassembled in 9454]"
"2527","131.162617","57.144.161.33","172.20.24.104","TCP","107","5222  >  56067 [PSH, ACK] Seq=200 Ack=325 Win=66816 Len=53 [TCP PDU reassembled in 9454]"
"2528","131.162693","172.20.24.104","57.144.161.33","TCP","54","56067  >  5222 [ACK] Seq=325 Ack=253 Win=65280 Len=0"
"2529","131.163245","172.20.24.104","57.144.161.33","TCP","136","56067  >  5222 [PSH, ACK] Seq=325 Ack=253 Win=65280 Len=82 [TCP PDU reassembled in 9456]"
"2530","131.163395","172.20.24.104","57.144.161.33","TCP","94","56067  >  5222 [PSH, ACK] Seq=407 Ack=253 Win=65280 Len=40 [TCP PDU reassembled in 9456]"
"2531","131.163441","172.20.24.104","57.144.161.33","TCP","89","56067  >  5222 [PSH, ACK] Seq=447 Ack=253 Win=65280 Len=35 [TCP PDU reassembled in 9456]"
"2532","131.164532","172.20.24.104","57.144.161.33","TCP","216","56067  >  5222 [PSH, ACK] Seq=482 Ack=253 Win=65280 Len=162 [TCP PDU reassembled in 9456]"
"2533","131.198190","57.144.161.33","172.20.24.104","TCP","60","5222  >  56067 [ACK] Seq=253 Ack=407 Win=66816 Len=0"
"2534","131.198664","57.144.161.33","172.20.24.104","TCP","60","5222  >  56067 [ACK] Seq=253 Ack=447 Win=66816 Len=0"
"2535","131.198664","57.144.161.33","172.20.24.104","TCP","60","5222  >  56067 [ACK] Seq=253 Ack=482 Win=66816 Len=0"
"2536","131.199458","57.144.161.33","172.20.24.104","TCP","60","5222  >  56067 [ACK] Seq=253 Ack=644 Win=67840 Len=0"
"2537","131.203882","57.144.161.33","172.20.24.104","TCP","91","5222  >  56067 [PSH, ACK] Seq=253 Ack=644 Win=67840 Len=37 [TCP PDU reassembled in 9454]"
"2538","131.231553","57.144.161.33","172.20.24.104","TCP","116","5222  >  56067 [PSH, ACK] Seq=290 Ack=644 Win=67840 Len=62 [TCP PDU reassembled in 9454]"
"2539","131.231597","172.20.24.104","57.144.161.33","TCP","54","56067  >  5222 [ACK] Seq=644 Ack=352 Win=65024 Len=0"
"2540","131.291082","148.113.20.112","172.20.24.104","TLSv1.2","127","Application Data"
"2541","131.343630","172.20.24.104","148.113.20.112","TCP","54","56036  >  443 [ACK] Seq=1812 Ack=1546 Win=65280 Len=0"
"2542","131.345199","148.113.20.112","172.20.24.104","TLSv1.2","143","Application Data"
"2543","131.345768","172.20.24.104","148.113.20.112","TLSv1.2","128","Application Data"
"2544","131.347068","148.113.20.112","172.20.24.104","TCP","60","443  >  56036 [ACK] Seq=1635 Ack=1886 Win=62848 Len=0"
"2545","131.374764","148.113.20.112","172.20.24.104","TLSv1.2","143","Application Data"
"2546","131.383022","57.144.161.33","172.20.24.104","TCP","159","5222  >  56067 [PSH, ACK] Seq=352 Ack=644 Win=67840 Len=105 [TCP PDU reassembled in 9454]"
"2547","131.390149","57.144.161.33","172.20.24.104","TCP","537","5222  >  56067 [PSH, ACK] Seq=457 Ack=644 Win=67840 Len=483 [TCP PDU reassembled in 9454]"
"2548","131.390193","172.20.24.104","57.144.161.33","TCP","54","56067  >  5222 [ACK] Seq=644 Ack=940 Win=64512 Len=0"
"2549","131.391736","172.20.24.104","57.144.161.33","TCP","94","56067  >  5222 [PSH, ACK] Seq=644 Ack=940 Win=64512 Len=40 [TCP PDU reassembled in 9456]"
"2550","131.416266","57.144.161.33","172.20.24.104","TCP","96","5222  >  56067 [PSH, ACK] Seq=940 Ack=644 Win=67840 Len=42 [TCP PDU reassembled in 9454]"
"2551","131.421902","172.20.24.104","148.113.20.112","TCP","54","56036  >  443 [ACK] Seq=1886 Ack=1724 Win=65280 Len=0"
"2552","131.422870","57.144.161.33","172.20.24.104","TCP","96","5222  >  56067 [PSH, ACK] Seq=982 Ack=644 Win=67840 Len=42 [TCP PDU reassembled in 9454]"
"2553","131.422922","172.20.24.104","57.144.161.33","TCP","54","56067  >  5222 [ACK] Seq=684 Ack=1024 Win=64512 Len=0"
"2554","131.428188","57.144.161.33","172.20.24.104","TCP","450","5222  >  56067 [PSH, ACK] Seq=1024 Ack=644 Win=67840 Len=396 [TCP PDU reassembled in 9454]"
"2555","131.428285","172.20.24.104","57.144.161.33","TCP","54","56067  >  5222 [ACK] Seq=684 Ack=1420 Win=65280 Len=0"
"2556","131.463396","57.144.161.33","172.20.24.104","TCP","60","5222  >  56067 [ACK] Seq=1420 Ack=684 Win=67840 Len=0"
"2557","131.610700","57.144.161.33","172.20.24.104","TCP","1436","5222  >  56067 [ACK] Seq=1420 Ack=684 Win=67840 Len=1382 [TCP PDU reassembled in 9454]"
"2558","131.612784","57.144.161.33","172.20.24.104","TCP","163","5222  >  56067 [PSH, ACK] Seq=2802 Ack=684 Win=67840 Len=109 [TCP PDU reassembled in 9454]"
"2559","131.612784","57.144.161.33","172.20.24.104","TCP","1107","5222  >  56067 [PSH, ACK] Seq=2911 Ack=684 Win=67840 Len=1053 [TCP PDU reassembled in 9454]"
"2560","131.612841","172.20.24.104","57.144.161.33","TCP","54","56067  >  5222 [ACK] Seq=684 Ack=3964 Win=65280 Len=0"
"2561","131.615532","172.20.24.104","57.144.177.32","TCP","66","56069  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"2562","131.615540","172.20.24.104","157.240.192.52","TCP","66","56070  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"2563","131.615667","172.20.24.104","163.70.144.60","TCP","66","56071  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"2564","131.615777","172.20.24.104","157.240.23.53","TCP","66","56072  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"2565","131.615929","172.20.24.104","163.70.143.60","TCP","66","56073  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"2566","131.615947","172.20.24.104","157.240.15.60","TCP","66","56074  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"2567","131.616092","172.20.24.104","31.13.79.53","TCP","66","56075  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"2568","131.616214","172.20.24.104","157.240.16.52","TCP","66","56076  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"2569","131.616268","172.20.24.104","57.144.125.32","TCP","66","56077  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"2570","131.620069","157.240.192.52","172.20.24.104","TCP","66","443  >  56070 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1382 SACK_PERM WS=256"
"2571","131.620159","172.20.24.104","157.240.192.52","TCP","54","56070  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"2572","131.621327","157.240.23.53","172.20.24.104","TCP","66","443  >  56072 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1382 SACK_PERM WS=256"
"2573","131.621383","172.20.24.104","157.240.23.53","TCP","54","56072  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"2574","131.621821","172.20.24.104","157.240.192.52","TLSv1.3","712","Client Hello (SNI=media-maa2-2.cdn.whatsapp.net)"
"2575","131.622944","172.20.24.104","157.240.23.53","TLSv1.3","712","Client Hello (SNI=media-maa2-1.cdn.whatsapp.net)"
"2576","131.625177","157.240.192.52","172.20.24.104","TCP","60","443  >  56070 [ACK] Seq=1 Ack=659 Win=65024 Len=0"
